PERSON	Pāṇḍyas
GPE	Pallavas
PERSON	Satyāśraya
ORG	Brāhmaṇs
PERSON	Vātāpī
ORG	Śaka
PERSON	Kali
GPE	Jinendra
ORG	Ravikīrti
PERSON	Satyāśraya
PERSON	Jina
ORG	Ravikīrti
PERSON	Ravikīrti
PRODUCT	Jina
GPE	Kālidāsa
GPE	Bhāravi
ORG	Viṣṇu
NORP	Calukyas
GPE	Mānavya
LOC	Hāritiputras
PERSON	Kīrtivarman I.
PERSON	Vātāpī
NORP	Calukyas
ORG	Satyāśraya
GPE	Kinnaras
GPE	Indra
ORG	Śāstras
GPE	Averetikā
ORG	Sendrakas
PERSON	Maheśvara
PERSON	Śrīvallabha-Senānandarāja
PERSON	valour,—he
PERSON	Maheśvara
PERSON	Kr̥ṣṇasvāmin
ORG	Ātreya
GPE	Āmravaṭavaka
LOC	Avañcapalī
PERSON	Sagara
GPE	another,—he
GPE	crops,—he
NORP	Hari
LOC	Earth
ORG	Satyāśraya
ORG	Culukis
GPE	Mānavya
PERSON	Hārīti
PERSON	Kauśikī
ORG	Mother Goddesses
PERSON	Mahāsena
ORG	Bahusuvarṇaka
PERSON	Pauṇḍarīka
PERSON	Pulikeśi Vallabha
GPE	Battle
PERSON	Manu
GPE	Nahuṣa
ORG	Dhundhumāra, Ambarīṣa
PERSON	Dilīpa
PERSON	Nābhāga
PERSON	Kīrtivarman
PERSON	Majesty Parākrama Courage
LOC	Himalayas
PERSON	Raṇavikrama Bold
GPE	Battle
PERSON	Brahmins
ORG	supreme devotee
FAC	the Bhagavat Viṣṇu
PERSON	Majesty Satyāśraya
GPE	viṣayapati
PERSON	Goviyāṇaka
NORP	Asikheṭaka
NORP	Moṣiṇī
ORG	Bali, Caru
PERSON	Vaiśvadeva
PERSON	Agnihotra
PERSON	Dāmadīkṣita
PERSON	Sāvarṇi
PERSON	Maitrāyaṇika
ORG	Vārāhaka
GPE	Girinagara
GPE	Lohanagara
PERSON	Vyāsa
PERSON	Vedas
PERSON	Sagara
NORP	Calukyas
PERSON	Mahāsena
GPE	Mānavya
GPE	Hārītī
ORG	Agnicayana
PERSON	Vājapeya
PERSON	Pauṇḍarīka
ORG	Bahusuvarṇaka
PERSON	Kīrtivarman
ORG	Hiraṇyagarbha
ORG	Pulakeśin II
PERSON	Tiyare
ORG	Sinnā
PERSON	Devagaṇasvāmin of the Kāśyapa
PERSON	Sagara
GPE	Vallabha,—which
ORG	Hāritī
GPE	Mānavya
GPE	Śrī-Kīrttirāja
PERSON	Śrī-Satyāśraya
FAC	the Great King Polekēśi-Vallabha
ORG	Brāhmaṇs
PERSON	Kuvaḷālahasu
ORG	Varca
PERSON	Vātāpī
PERSON	Yudhiṣṭhira
PERSON	Vardhamānapura
LOC	Māras
PERSON	Law
ORG	Triple World
PRODUCT	Bhadradatta
PERSON	King of Jinas
PERSON	Dharma
ORG	Bhārata
LOC	Purāṇas
NORP	Rāmāyaṇa
PERSON	Dhanadatta
PERSON	Gaurī
ORG	Bindurati
PERSON	pearl garland
PERSON	Viṣṇu
PERSON	Hiraṇyakaśipu
NORP	Buddhist
ORG	supreme
PERSON	mahārāja-adhirāja
GPE	Kāntideva
GPE	kuśalin
GPE	Harikelā
PERSON	Dharma
ORG	bhikṣu saṅgha
ORG	Pūrṇacandra
PRODUCT	Agni
FAC	the golden moon
PERSON	Trailokyacandra
WORK_OF_ART	Along the Kṣīrodā
ORG	Devaparvata
ORG	Kambojas
PERSON	Samataṭa
GPE	Vaṅga
LOC	the Vindhya Mountain
LOC	the Kāverī River
LOC	the Malaya Mountain
ORG	Indrāṇī of Mahendra
ORG	Kāñcikā
GPE	Indra
PERSON	Śrīcandra
GPE	Kāmarūpa
LOC	the Lohitya River
ORG	Citraśilā
PERSON	Puṣpabhadrā
LOC	the North Region
LOC	the Snow Mountain
GPE	Yavana
NORP	Hūṇa
GPE	Utkala
ORG	celestial maidens
GPE	Vikramapura
WORK_OF_ART	Sugata the Buddha
PERSON	parameśvara paramabhaṭṭāraka mahārājādhirāja
PERSON	Śrīcandradeva
GPE	Sugata
PERSON	parameśvara paramabhaṭṭāraka mahārājādhirāja
GPE	Trailokyacandra
GPE	mahāsainyapati
ORG	mahāmudrādhikr̥ta
PERSON	mahātantrādhikr̥ta
ORG	mahāsarvādhikr̥ta
GPE	maṇḍalapati
ORG	koṭṭapāla
ORG	naubalahastyaśvagomahiṣyajāvikādivyāpr̥taka
GPE	dāṇḍanāyaka
GPE	viṣayapati
LAW	the royal feet
GPE	Garalā
ORG	Pogāra
PERSON	Candrapura
ORG	Aveḍikā
PERSON	Talavargga
GPE	Pauṇḍravardhana
FAC	the Great Fort
PERSON	Jujjū
GPE	Kāṣṭhaparṇī
GPE	Vyāghraghaṭī
GPE	Kosiyāra
GPE	Śrīcandrapura
GPE	Śrīcandrapura
GPE	Brahmā
LOC	Candravyākhyāna
ORG	pāṭakas
TIME	conch
ORG	pāṭakas
ORG	pāṭakas
ORG	Vaṅgāla
PERSON	Vaiśvānara Agni
GPE	Yogeśvara
ORG	JaimaniJaimini
NORP	Yajus
PERSON	Atharva Vedas
ORG	pāṭakas
ORG	pāṭakas
ORG	pāṭakas
GPE	pāṭakas
PERSON	Vāvusadatta
GPE	Harṣa
GPE	Śekhara
GPE	Viśvarūpa
GPE	Bhānudatta
ORG	Īśāna
GPE	Dhanyanāga
PERSON	Nandayaśas
GPE	Caṅga
GPE	Govarddhana
GPE	Siṅghadata
PERSON	Kamalanandin,
GPE	Savitāra
PERSON	Māṇikya
PERSON	Kāmuka
ORG	Bhīmapāla
GPE	Antaṭa
GPE	Vatsadhara
GPE	Nandaghoṣa
GPE	Śivabandhu
GPE	Maṅgala
GPE	Vedas
GPE	Dhavala
GPE	Vihnadatta
NORP	Śāntidāman
ORG	Gargaśarman
ORG	Mahīndrasoma
GPE	Ravikara
GPE	Bhānu
GPE	Nārāyaṇa
GPE	Jārgagupta
PERSON	Śasidatta
ORG	Hari
GPE	Jayadatta
GPE	Garga
GPE	Brahmā
GPE	Agni
GPE	Yogeśvara
GPE	Jaimani Jaimini
ORG	Mahākāla
ORG	Aveḍikā
PERSON	kara
NORP	Buddhist
GPE	Indreśvara
GPE	Śubhāṅga
PERSON	Buddha
NORP	Śrāvaṇa
LOC	earth
PERSON	dharma
PERSON	Sagara
PERSON	Rāma
NORP	dharma
ORG	lotus petal
GPE	Varendri
PERSON	Śrīcandradeva
PERSON	Candrapura
ORG	Viṣṇu
GPE	Vināyaka
ORG	Kāṭṭīgrāma
GPE	Haradāsa
PRODUCT	Vāsudeva
PERSON	Laḍahamādhava
PERSON	Vīradharadeva
ORG	Bhagavat Vāsudeva
LOC	Sun
LOC	Earth
GPE	Viṣṇu
PERSON	Samataṭa
GPE	Pauṇḍravardhana
GPE	Meśvāñcā
LOC	Athavasā
NORP	Vātagaṅgā
GPE	valaja
GPE	malaṅga
ORG	Nārorāka
PERSON	Gaṅgāmaṇḍala
GPE	Vīradharadeva
GPE	Mahīpāladeva
ORG	Plate Confirmed
PERSON	Dharmapāla
PERSON	Rāma
ORG	Vākpāla
PERSON	Sumitrā Lakṣmaṇa
ORG	Jayapāla
GPE	Upendra Viṣṇu
PERSON	Dharma
ORG	Devapāla
PERSON	Illustrious Vigrahapāla I
ORG	AjātaśatruIndra
PERSON	Nārāyaṇapāla
LOC	earth
NORP	dharma
ORG	crest
ORG	Bhāgyadevī
GPE	Tuṅga
PRODUCT	Rāṣṭrakūṭa
ORG	Gopāladeva III
ORG	Beloved Lakṣmī
PERSON	Vigrahapāladeva II
PERSON	Mahīpāladeva
GPE	candana
LOC	Malaya Mountain
PERSON	Desert
LOC	Snow Mountain
PERSON	Bhāgīrathī
NORP	Jambudvīpa
PERSON	Parameśvara paramabhaṭṭāraka mahārājādhirāja
PERSON	Illustrious Mahīpāladeva
WORK_OF_ART	Sugata the Buddha
LOC	Vigrahapāladeva II
GPE	mahāsenāpati
GPE	mahādaṇḍanāyaka
GPE	mahākumārāmātya
ORG	hastyaśvoṣṭranaubalavyāpr̥taka
GPE	kiśoravaḍavāgomahiṣyajāvikādhyakṣa
GPE	dūta
GPE	viṣayapati
GPE	Gauḍa
PERSON	Mālava
GPE	Khaśa
GPE	Hūṇa
GPE	Kulika
GPE	Karṇāta
ORG	Lāṭa
LAW	the royal feet
ORG	Palāśavr̥ṇḍa
ORG	Amalakī
PERSON	Koṭīvarṣa
GPE	Puṇḍravardhana
PERSON	Buddha
GPE	mango
PERSON	kara
LOC	earth
PERSON	Grahadevaśarman
PERSON	Kapi
GPE	Aṅgirasa
PERSON	Āmahīyava
ORG	Aurukṣaya
GPE	Manoratha
ORG	Paippalāda
GPE	mintāmaṇḍala
GPE	Kamanāhāra
FAC	Lakṣmīdhara
ORG	Sun
PERSON	kara
PERSON	dharma
PERSON	Sagara
PERSON	Rāma
NORP	dharma
ORG	lotus petal
PERSON	Mahīpāladeva
PERSON	Dāmāditya
GPE	Śūdradeva
ORG	Ghoṣalīgrāma
LOC	the Xth day of the month Xloss
PERSON	XXX
ORG	the Supreme Majesty
ORG	Supreme
ORG	Śrībhadra, Somapāla, Rāma
PERSON	Śivaśarman
PERSON	Maha
ORG	vakīrtti
GPE	Kṣemadatta
GPE	Goṣṭhaka
GPE	Vargapāla
PERSON	Piṅgala
PERSON	Śuṅkuka
GPE	Kāla
PERSON	Devaśarman
PERSON	Viṣṇubhadra
PERSON	Khāsaka
GPE	Umaka
PERSON	Gopāla
ORG	insasu
ORG	Khāḍāṭapāra
GPE	kana
ORG	Varāhasvāmin
PERSON	Chandoga
PERSON	Bhātṛkaṭaka
PERSON	Dvaipāyana
PERSON	Yudhiṣṭhira
PERSON	Śrībhadra
GPE	Sthāṇeśvaradāsa
ORG	Supreme Majesty
ORG	Supreme
LOC	Earth
ORG	the Mahārāja Brahmadatta
PERSON	Majesty
GPE	Puṇḍravardhana
GPE	Palāśa
GPE	Caṇḍa
PERSON	Nābhaka
PERSON	Brahmins
FAC	the Great King ie
PERSON	Patradāsa
PERSON	Nābhaka
GPE	Kapila
GPE	Śrībhadra
LOC	west and east
GPE	Satya
GPE	Vāyigrāma
MONEY	four marks
GPE	Nāgadeva
PERSON	Nābhaka
PERSON	Sagara
ORG	Plate Hail
PERSON	Acyutadāsa
GPE	Vibhītakā
GPE	Gulmagandhikā
GPE	Dhānyapāṭikā
PERSON	Bhīma
PERSON	Prabhucandra
GPE	Rudradāsa
GPE	Devadatta
GPE	Lakṣmaṇa
GPE	Kāntideva
GPE	Śambhudatta
PERSON	Siṁhanandin
ORG	Yaśodāman
PERSON	vīthīmahattara Kumāradeva
GPE	Gaṇḍaprajāpati
GPE	Umayaśas
PERSON	Rāmaśarman
PERSON	Jyeṣṭhadāman
NORP	Svāmicandra
ORG	Harisiṁha
PERSON	Yaśoviṣṇu
GPE	Kumāraviṣṇu
GPE	Kumārabhava
GPE	Kumārabhūti
PERSON	Kumāra
PERSON	Yaśagupta
ORG	Vailinaka
PERSON	Śivakuṇḍa
ORG	Vasuśiva
ORG	Aparaśiva
PERSON	Dāmarudra
NORP	Kr̥ṣṇamitra
PERSON	Maghaśarman
PERSON	Iśvaracandra
PERSON	Rudrabhava
GPE	Svāmideva
GPE	Śrīnātha
PERSON	Hariśarman
PERSON	Guptaśarman
PERSON	Suśarman
PERSON	Hari
PERSON	Alātasvāmin
GPE	Mahāsenabhaṭṭa
GPE	Ṣaṣṭhirāta
PERSON	Gu
PERSON	śarman
PERSON	Uṇṭaśarman
PERSON	Kr̥ṣṇadatta
PERSON	Nandadāman
GPE	Bhavadatta
GPE	Ahiśarman
ORG	Somaviṣṇu, Lakṣmaṇaśarman,
GPE	Kāntidhovvoka
PERSON	Kṣemaśarman
PERSON	Śukraśarman
PERSON	Sarppapālita
GPE	Kaṅkuṭi
GPE	Viśvaśaṅkara
GPE	Jayasvāmin
PERSON	Kaivarttaśarman
PERSON	Himaśarman
PERSON	Purandara
GPE	Jayaviṣṇu
GPE	Uma
GPE	Siṁhatta
GPE	Bonda
GPE	Nārāyanadāsa
GPE	Vīranāga
ORG	Rājyanāga, Guhamahi
GPE	Bhavanātha
GPE	Guhaviṣṇu
GPE	Śarva
GPE	Yaśoviṣṇu
GPE	Ṭakkakuladāma
GPE	Śrīguhaviṣṇu
ORG	Rāmasvāmin, Kāmanakuṇḍa,
GPE	Ratibhadra
GPE	Acyutabhadra
GPE	Loḍhaka
GPE	Prabhakīrti
GPE	Jayadatta
PERSON	Kāluka
GPE	Naradeva
PERSON	Bhava
GPE	Pravarakuṇḍa
GPE	Śarvadāsa
PERSON	Gopāla
GPE	Devabhaṭṭa
ORG	Amaradatta
ORG	Mahāsenadatta
ORG	Puṇdravardhana
PERSON	Vājasaneya
PERSON	Bhīma
PERSON	Siṁhanandi
ORG	Yaśodāman
PERSON	Bhīma
GPE	Vibhītakī
ORG	Hasti
GPE	Khanīdī
PERSON	Gulmagandhikā
GPE	Gulmagandhikā
GPE	Citravātaṅgara
ORG	Vibhītakī
GPE	Dayitā
GPE	Tāpasa
NORP	Dayitāpotaka
PERSON	Tāpasapotaka
ORG	Hasti Hastiśīrṣa
PERSON	Bhīma
PERSON	Prabhucandra
PERSON	Rudradāsa
ORG	the Brahmin Devabhaṭṭa
ORG	the Brahmin Amaradatta
ORG	the Brahmin Mahāsenadatta
GPE	viṣayapati
PERSON	Vyāsa
GPE	Mahābhārata
PERSON	Yudhiṣṭhira
ORG	Plate Hail
FAC	the Gupta Sovereign
PERSON	Brahmins
GPE	Gulmagandhika
PERSON	Kṣemāka
PERSON	Bhoyila
GPE	Gulmagandhikā
GPE	Mahīdāsa
GPE	Puṇḍravardhana
ORG	Kumāradeva,
GPE	Gaṇḍa
GPE	Prajāpati
PERSON	Jyeṣṭhadāman
PERSON	Yaśoviṣṇu
GPE	Umayaśas
PERSON	Hariśarman
PERSON	Sarpapālita
GPE	Hiraṇyagupta
GPE	Kumārayaśas
GPE	Kumārabhūti
PERSON	Śivakuṇḍa
ORG	Śiva
PERSON	Kaṅkuṭi
GPE	Vīranāga
GPE	Nārāyaṇadāsa
GPE	Rudra
PERSON	Bhava
PERSON	Kubera
GPE	Bhavanāga
GPE	Śrīdatta
GPE	Bhavadatta
GPE	Dhanaviṣṇu
GPE	Guṇaratha
GPE	Naradeva
PERSON	Dakṣiṇāṅśaka
WORK_OF_ART	the Arhants at Gulmagandhika
PERSON	Sūrya
PERSON	Gulmagandhika
PERSON	Siṁhanandin
ORG	Yaśodāman
PERSON	Bhīma
PERSON	Kṣemāka
PERSON	Bhoyila
GPE	Mahīdāsa
PERSON	Kṣemāka
PERSON	Bhoyila
GPE	Mahīdāsa
ORG	śramaṇaka
PERSON	Balakuṇḍa
PERSON	Bhoyila
GPE	Sāmbapura
ORG	the Northeast of Gulmagandhikā
LOC	East
LOC	South
GPE	Dhanaviṣṇu
LOC	West
PERSON	Nābhrakasataka
LOC	North
PERSON	Vindhya
ORG	Caitra
PERSON	Rudradāsa
PERSON	Susiṅha
FAC	the Gupta Sovereign
PERSON	Brahmins
GPE	Gulmagandhika
PERSON	Kṣemāka
PERSON	mūlaka
GPE	Puṇḍravardhana
PERSON	Bhoyila
GPE	Mahīdāsa
PERSON	Gulmagandhikā
ORG	Kumāradeva,
GPE	Gaṇḍa
GPE	Prajāpati
PERSON	Jyeṣṭhadāman
PERSON	Yaśoviṣṇu
GPE	Umayaśas
PERSON	Hariśarman
PERSON	Sarpapālita
GPE	Hiraṇyagupta
GPE	Kumārayaśas
GPE	Kumārabhūti
PERSON	Śivakuṇḍa
ORG	Śiva
PERSON	Kaṅkuṭi
GPE	Vīranāga
GPE	Nārāyaṇadāsa
GPE	Rudra
PERSON	Bhava
PERSON	Kubera
GPE	Bhavanāga
GPE	Śrīdatta
GPE	Bhavadatta
GPE	Dhanaviṣṇu
GPE	Guṇaratha
GPE	Naradeva
PERSON	Dakṣiṇāṅśaka
WORK_OF_ART	the Arhants at Gulmagandhika
PERSON	Sūrya
PERSON	Siṁhanandin
ORG	Yaśodāman
PERSON	Bhīma
PERSON	Kṣemāka
PERSON	Bhoyila
GPE	Mahīdāsa
PERSON	Kṣemāka
PERSON	Bhoyila
GPE	Mahīdāsa
ORG	śramaṇaka
PERSON	Balakuṇḍa
PERSON	Bhoyila
GPE	Sāmbapura
NORP	droṇavāpas
PERSON	Bhoyila
LOC	the Northeast of Gulmagandhikā
LOC	East
ORG	lotus
LOC	South
GPE	Dhanaviṣṇu
LOC	West
PERSON	Nābhrakasataka
LOC	North
PERSON	Vindhya
ORG	Caitra
PERSON	Rudradāsa
GPE	Susiṅha
ORG	Madhyamaṣaṇḍika Plate Hail
ORG	the Mahatī-Raktamālā ‘Major
PERSON	Red Garland
PERSON	kumārāmātya Yūthapati
PERSON	Budhagupta
PERSON	Brahmins
ORG	Khuḍḍī-Raktamālikā ‘Minor Red Garland
PERSON	Vājasaneya
LOC	Yajurveda
GPE	Kautsa
PERSON	Brahmins
ORG	the Kuddālakhāta ‘Spade
PERSON	Gupta
PERSON	Yūthapati
ORG	Puṇḍravardhana
GPE	Suvarcasadatta
GPE	Govardhanaka
ORG	Supreme
GPE	Govardhanaka
NORP	Brahmins
PERSON	Brahmadatta
GPE	Govardhanaka
ORG	Puṇḍravardhana
GPE	Suvarcasadatta
ORG	the Supreme Lord
GPE	Govardhanaka
NORP	Brahmins
ORG	Brahmadatta
PERSON	Svāmicandra
ORG	Nandabhūti
PERSON	Vājasaneya
GPE	Kautsa
ORG	Svāmicandra
PRODUCT	Brahmadatta
PERSON	Budhagupta
ORG	Nandabhūti
PERSON	Vājasaneya
GPE	Kautsa
GPE	Mahatī
GPE	Govardhanaka
ORG	the Supreme Lord
GPE	Govardhanaka
NORP	Brahmins
GPE	Govardhanaka
ORG	Khuḍḍī-Raktamālikā
QUANTITY	2 kulyavāpa
QUANTITY	eight by nine nala
GPE	Kuddālakhāta
PERSON	Vyāsa
PERSON	Yudhiṣṭhira
PERSON	Yama
GPE	Varuṇa
GPE	Vāyu
ORG	Śakra
GPE	Śukra
GPE	Br̥haspati
GPE	Candra
GPE	Āditya
ORG	Grahas
PERSON	Āryadāsa
PERSON	Manorathadāsa
PERSON	Jyeṣṭha
ORG	Bhagavat Vāsudeva
ORG	lotus
ORG	crown
ORG	Viriñci (=Brahmā
PERSON	Śaṅkara
PERSON	Hari
ORG	Lakṣmī
PERSON	Hiraṇyakaśipu
EVENT	Maruts
PERSON	Kaṁsa
PERSON	Kṛṣṇa
GPE	Viṣṇu
ORG	Kaiṭabha (=Viṣṇu
GPE	Bhaṭṭala
PERSON	Sarasvatī
NORP	Kali
ORG	Pañcabhūti
ORG	Pṛthu’s
GPE	Bhaṭṭala
GPE	Karkarāja
PERSON	Yaśovarman
GPE	Karpūra
ORG	Śivarudra
ORG	Pāhila
ORG	Devapāla
NORP	Kali
ORG	Lakṣmī (=Viṣṇu
PERSON	dharma
LOC	the moon shines
ORG	Viṣṇu
PERSON	Pāhila
GPE	Dakkadāsa
ORG	Bhagavat Vāsudeva
ORG	lotus
ORG	crown
GPE	Viriñci Brahmā
PERSON	Śaṅkara
PERSON	Hari
ORG	Lakṣmī
PERSON	Hiraṇyakaśipu
EVENT	Maruts
GPE	Kaṁsa Kr̥ṣṇa
GPE	Viṣṇu
FAC	Kaiṭabha Viṣṇu
GPE	Bhaṭṭala
PERSON	Sarasvatī
NORP	Kali
ORG	Pañcabhūti
GPE	Bhaṭṭala
GPE	Karkarāja
PERSON	Yaśovarman
GPE	Karpūra
ORG	Śivarudra
ORG	Pāhila
ORG	Devapāla
NORP	Kali
FAC	Lakṣmī Viṣṇu
PERSON	dharma
LOC	the moon shines
ORG	Śiva
PERSON	Pāhila
GPE	Dakkadāsa
ORG	Success!
PERSON	Buddha
FAC	Smara (= Kāma
ORG	Śuddhodana
PERSON	Buddha
PERSON	Kalyāṇavardhana
PERSON	Kuṭumvavilla
PERSON	Buddha
GPE	Śrīdharavardhana
ORG	Pāhilavardhana
GPE	Vikramavardhana
NORP	Pitcher
PERSON	Agastya
ORG	lotus
PERSON	Buddha
ORG	Mañjuśrījñāna
PERSON	Gopāla
PERSON	Maṇḍanaśara
PERSON	Vanaśara
ORG	Success!
PERSON	Buddha
PERSON	Smara Kāma
ORG	Śuddhodana
PERSON	Buddha
PERSON	Kalyāṇavardhana
PERSON	Kuṭumvavilla
ORG	the Victor the Buddha
GPE	Śrīdharavardhana
ORG	Pāhilavardhana
GPE	Vikramavardhana
GPE	Pitcher
PERSON	Agastya
ORG	lotus
ORG	Mañjuśrījñāna
PERSON	Gopāla
PERSON	Maṇḍanaśara
PERSON	Vanaśara
ORG	Pañcanagarī
NORP	Trivr̥tā
GPE	Vāyigrāma
PERSON	Brahmins
PERSON	Bhoyila
PERSON	Bhāskara
PERSON	Govindasvāmin
PERSON	Śivanandin
QUANTITY	āyīkr̥tya six
PERSON	Govindasvāmin
GPE	Bhogila
PERSON	Śrī-Gohālī
PERSON	Bhāskara
PERSON	Durgādatta
PERSON	Arkadāsa
QUANTITY	six dīnāras
PERSON	Bhoyila
PERSON	Bhāskara
PERSON	Govindasvāmin
PERSON	Bhoyila
GPE	Trivr̥tā
PERSON	Śrī-Gohālī
PERSON	Bhāskara
PERSON	Vedavyāsa
PERSON	Yudhiṣṭhira
ORG	Brahmasena
GPE	Viṣṇudeva
GPE	Satyaghoṣa
GPE	Sattvarakṣita, Vanadāman
PERSON	Jayaviṣṇu
PERSON	Satyaviṣṇu
PERSON	Skandaviṣṇu
PERSON	Praiyaviṣṇu
ORG	Balapāla
GPE	Guṇadeva
PERSON	Bhavadeva
GPE	Kuṇḍakr̥ṣṇa
WORK_OF_ART	Ācirātaviṣṇu
ORG	Śambhukīrtti
PERSON	Bhaktidāman
ORG	Manaḥkr̥ṣṇa
PERSON	Kṣemarudra
PERSON	Bhavadāman
GPE	Lakṣmaṇa
GPE	Mitrasoma
PERSON	Baladāsa
PERSON	Jayadāsa
NORP	Śuṅgadāman
ORG	Vyāghraśarman
PERSON	Sthāvaradāman
ORG	Yaśodāman
ORG	Dāmodaradāman
PERSON	Kumāradāman
PERSON	Gadāman
PERSON	Adbhutaviṣṇu
PERSON	Rājyasiṁha
GPE	Upendrapāla
GPE	Premasiṁha
GPE	Kr̥ṣṇasoma
PERSON	Rājyasoma
PERSON	Bhavadāman
GPE	Vidalaka
GPE	Sannāhakuṭumbaka
PERSON	Brahmins
PERSON	Dvīpasoma
GPE	Tāvīra
PERSON	Varāhasoma
FAC	the Brahmin Guhadāman
PERSON	Vājasaneyin
PRODUCT	Kāśyapa
PERSON	Gacīkuṇṭaka
GPE	Sumati
GPE	Vīrasiṁha
PERSON	Dvīpasoma
GPE	Tāvīra
PERSON	Varāhasoma
PERSON	Vidalaka
GPE	Sannāhakuṭumbaka
GPE	Vidala
GPE	Sannāhakuṭumbaka
GPE	Varāhasoma
PERSON	Dvīpasoma
PERSON	Vyāsa
PERSON	Manu
PERSON	Yudhiṣṭhira
PERSON	Jyeṣṭha
GPE	Sumati
ORG	Plate Hail
GPE	Puṇḍravardhana
ORG	Ārya
PERSON	Vaṭa-Gohālī
GPE	Palāśāṭṭa
GPE	Jambudeva
PERSON	Goṣāṭapuñjaka
LOC	Bilva-Gohālī
ORG	Mūla-Nāgiraṭṭa
GPE	Nāgiraṭṭa
PERSON	Dakṣiṇāṅśaka
PERSON	Nāthaśarman
PERSON	Ramī
WORK_OF_ART	Arhants of the monastery
PERSON	Vaṭa-Gohālī
LOC	Jaina
PERSON	Guhanandin
ORG	the Kāśika-Pañcastūpa
PERSON	Vaṭa-Gohālī
GPE	Jambudeva
ORG	Goṣāṭapuñja
ORG	Bilva-Gohālī
ORG	Mūla-Nāgiraṭṭa
PERSON	Divākaranandin
PERSON	Virocana
PERSON	Rāmadāsa
PERSON	Haridāsa
GPE	Śaśinandin
PERSON	Suprabha
PRODUCT	Manudatta
WORK_OF_ART	Arhants of the good monastery
PERSON	Vaṭa-Gohālī
GPE	Palāśāṭṭa
GPE	Jaina
PERSON	Guhanandin
ORG	the Kāśika-Pañcastūpakula
PERSON	Vaṭa-Gohālī
GPE	Jambudeva
ORG	Goṣāṭapuñja
ORG	Bilva-Gohālī
ORG	Mūla-Nāgiraṭṭa
PERSON	Nāthaśarman
PERSON	Ramī
PERSON	Majesty
PERSON	Nāthaśarman
PERSON	Ramī
GPE	gohālikas
QUANTITY	4 dro
PERSON	Yudhiṣṭhira
PERSON	Vindhya
PERSON	Hail
GPE	Puṇḍravardhana
