LOC	the Vindhya Mountain
LOC	the Kāverī River
LOC	the Malaya Mountain
PERSON	Indrāṇī
PERSON	Mahendra
PERSON	Bhavānī
PERSON	Kāñcikā
PERSON	Indra
CARDINAL	one
GPE	Kāmarūpa
LOC	the Lohitya River
LOC	the North Region
LOC	the Snow Mountain
NORP	Yavana
NORP	Hūṇa
GPE	Utkala
PERSON	Vikramapura
PERSON	Sugata the Buddha
PERSON	Sugata
PERSON	Trailokyacandra
GPE	mahāsāndhivigrahika
GPE	mahāsainyapati
GPE	mahāmudrādhikr̥ta
GPE	mahākṣapaṭalika
GPE	pādamūlika
GPE	mahāpratīhāra
GPE	mahātantrādhikr̥ta
GPE	mahāsarvādhikr̥ta
GPE	mahābalādhikaraṇika
GPE	mahāvyūhapati
LOC	Garalā viṣaya
LOC	Pogāra viṣaya
NORP	Aveḍikā
NORP	Talavargga
PERSON	Pauṇḍravardhana
FAC	the Great Fort
LOC	south Maṇi river
GPE	Jujjū
GPE	Kāṣṭhaparṇī
LOC	Vyāghraghaṭī river
LOC	Kosiyāra river
CARDINAL	ten
CARDINAL	ten
CARDINAL	ten
CARDINAL	five
CARDINAL	five
CARDINAL	two
CARDINAL	half
CARDINAL	five
CARDINAL	eight
CARDINAL	twenty-two
CARDINAL	two
CARDINAL	two
CARDINAL	eight
CARDINAL	three
CARDINAL	fourty-seven
CARDINAL	one hundred
CARDINAL	twenty
NORP	Vaṅgāla
PERSON	Vaiśvānara Agni
PERSON	Yogeśvara
NORP	JaimaniJaimini
PERSON	Mahākāla
CARDINAL	eight
GPE	R̥g
GPE	Yajus
GPE	Sāma
ORG	Atharva Vedas
CARDINAL	10
CARDINAL	five
CARDINAL	five
CARDINAL	eight
QUANTITY	a half pātaka
CARDINAL	three
QUANTITY	10 pāṭakas
CARDINAL	four
CARDINAL	two
QUANTITY	one and a half pātakas
QUANTITY	two and a half pātakas
CARDINAL	three
CARDINAL	two hundred
CARDINAL	eighty
CARDINAL	six thousand
CARDINAL	four
NORP	Vedic
GPE	Vāvusadatta
GPE	Harṣa
GPE	Viśvarūpa
GPE	Bhānudatta
GPE	Īśāna
GPE	Dhanyanāga
GPE	Nandayaśas
GPE	Caṅga
GPE	Govarddhana
GPE	Siṅghadata
GPE	Kamalanandin
GPE	Savitāra
GPE	Māṇikya
GPE	Kāmuka
GPE	Bhīmapāla
GPE	Antaṭa
GPE	Vatsadhara
GPE	Nandaghoṣa
LOC	Rāma
GPE	Maṅgala
LOC	Vedas
GPE	Dhavala
GPE	Vihnadatta
GPE	Śāntidāman
GPE	Gargaśarman
GPE	Mahīndrasoma
GPE	Ravikara
GPE	Bhānu
GPE	Nārāyaṇa
GPE	Jārgagupta
GPE	Hari
GPE	Jayadatta
GPE	Garga
PERSON	Brahmā
PERSON	Agni
PERSON	Yogeśvara
PERSON	Jaimani Jaimini
GPE	Mahākāla
CARDINAL	six thousand
PERSON	Aveḍikā
CARDINAL	ten
CARDINAL	three
NORP	Buddhist
CARDINAL	fifty-two
CARDINAL	ten
GPE	Indreśvara
DATE	Year 5 month Vaiśākha day 5
PERSON	Sagara
PERSON	Rāma
PERSON	Varendri
PERSON	Candrapura
PERSON	Viṣṇu
PERSON	Vināyaka
GPE	Kāṭṭīgrāma
CARDINAL	six thousands
PERSON	Haradāsa
PERSON	Vāsudeva bhaṭṭāraka
PERSON	Laḍahamādhava
PERSON	Vīradharadeva
PERSON	Bhagavat Vāsudeva bhaṭṭāraka
LOC	Moon
LOC	Sun
LOC	Earth
PERSON	Viṣṇu
GPE	Samataṭa
GPE	Meśvāñcā
GPE	Athavasā
LOC	Vātagaṅgā viṣaya
QUANTITY	12 pāṭakas
GPE	Nārorāka
LOC	Gaṅgāmaṇḍala viṣaya
QUANTITY	5 pāṭakas
CARDINAL	17
CARDINAL	17
DATE	1 Year 15
PERSON	Vīradharadeva
DATE	month Kārttika day 9
PERSON	Mahīpāladeva
PERSON	Buddha
CARDINAL	ten
PERSON	Dharmapāla
GPE	Lakṣmī
PERSON	Rāma
PERSON	Vākpāla
PERSON	Sumitrā Lakṣmaṇa
CARDINAL	one
PERSON	Jayapāla
PERSON	Upendra Viṣṇu
PERSON	Dharma
PERSON	Devapāla
PERSON	Vigrahapāla
PERSON	AjātaśatruIndra
PERSON	Nārāyaṇapāla
PERSON	Rājyapāla
GPE	Bhāgyadevī
PERSON	Tuṅga
NORP	Rāṣṭrakūṭa
PERSON	Gopāladeva III
CARDINAL	one
CARDINAL	four
PERSON	Lakṣmī
CARDINAL	ten million
PERSON	Mahīpāladeva
LOC	Malaya Mountain
LOC	Desert
LOC	Snow Mountain
LOC	Bhāgīrathī
GPE	Jambudvīpa
PERSON	Parameśvara paramabhaṭṭāraka mahārājādhirāja Illustrious Mahīpāladeva
PERSON	Sugata
PERSON	Buddha
GPE	mahāsāndhivigrahika
GPE	mahākṣapaṭalika
GPE	mahāsāmanta
GPE	mahāsenāpati
GPE	mahāpratihāra
GPE	mahākumārāmātya
GPE	Gauḍa
GPE	Mālava
GPE	Khaśa
GPE	Hūṇa
GPE	Kulika
GPE	Karṇāta
GPE	Lāṭa
GPE	Palāśavr̥ṇḍa
CARDINAL	one thousand
NORP	Amalakī
GPE	Koṭīvarṣa
LOC	Puṇḍravardhana bhukti
PERSON	Buddha
CARDINAL	ten
PERSON	Grahadevaśarman
PERSON	Kapi
NORP	Aṅgirasa
NORP	Āmahīyava
NORP	Aurukṣaya
NORP	Manoratha
GPE	Kamanāhāra
PERSON	Lakṣmīdhara
GPE	Gaṅgā
ORG	Sun’s
DATE	Year 35 month Āṣāḍha day 1
PERSON	Sagara
CARDINAL	one
QUANTITY	a half aṅgula
DATE	sixty thousand years
PERSON	Rāma
PERSON	Pr̥thivīsiṁha
PERSON	Mahīpāladeva
PERSON	Dāmāditya
GPE	Ghoṣalīgrāma
DATE	the year one hundred
DATE	thirteen from the Xth day of the month Xloss
CARDINAL	23
CARDINAL	2
CARDINAL	eight
GPE	Somapāla
CARDINAL	3
NORP	Nāgaśarman
PERSON	Maha
CARDINAL	4
GPE	Kṣemadatta
GPE	Goṣṭhaka
GPE	Vargapāla
GPE	Piṅgala
GPE	Śuṅkuka
GPE	Kāla
QUANTITY	5viṣṇu
GPE	Devaśarman
GPE	Viṣṇubhadra
GPE	Khāsaka
GPE	Umaka
GPE	Gopāla
CARDINAL	6
CARDINAL	7
CARDINAL	4
CARDINAL	7
GPE	Khāḍāṭapāra
CARDINAL	8
DATE	today
CARDINAL	9
CARDINAL	10
CARDINAL	10
CARDINAL	two
CARDINAL	eight
QUANTITY	11 one kulya-vāpa
CARDINAL	12
PERSON	Varāhasvāmin
NORP	Chandoga
GPE	Bhātṛkaṭaka
CARDINAL	12
CARDINAL	14
PERSON	Dvaipāyana
DATE	sixty thousand years
DATE	as many years
PERSON	Yudhiṣṭhira
QUANTITY	17 yaṁ
PERSON	Sthāṇeśvaradāsa
DATE	the year 163
DATE	the thirteenth day of the month Āṣāḍha
PERSON	mahārājādhirāja
LOC	Earth
PERSON	Mahārāja Brahmadatta
PERSON	tat-pāda-parigr̥hīta
GPE	Puṇḍravardhana province
CARDINAL	13
GPE	Palāśa
GPE	Palāśavṛndaka
CARDINAL	eight
LOC	Caṇḍa caṇḍagrāmake
PERSON	Nābhaka
NORP	Brahmins
ORG	Patradāsa
PERSON	Patradāsa
PERSON	Nābhaka
CARDINAL	two
CARDINAL	two
PERSON	sthāyapāla Kapila
CARDINAL	one
GPE	Satya
GPE	Vāyigrāma
CARDINAL	eight
CARDINAL	nine
MONEY	four marks
PERSON	Nāgadeva
PERSON	Nābhaka
PERSON	Sagara
DATE	sixty thousand years
DATE	as many years
GPE	Pūrṇakauśikā
PERSON	Acyutadāsa
GPE	Vibhītakā
GPE	Gulmagandhikā
GPE	Dhānyapāṭikā
PERSON	Bhīma
GPE	Rudradāsa
GPE	Devadatta
GPE	Lakṣmaṇa
GPE	Kāntideva
PERSON	Kr̥ṣṇadāsa
NORP	Yaśodāman
GPE	Kumāradeva
GPE	Gaṇḍaprajāpati
NORP	Umayaśas
NORP	Rāmaśarman
NORP	Jyeṣṭhadāman
NORP	Svāmicandra
NORP	Harisiṁha
NORP	Yaśoviṣṇu
NORP	Kumāraviṣṇu
GPE	Kumārabhava
GPE	Kumārabhūti
NORP	Kumāra
GPE	Yaśagupta
GPE	Vailinaka
GPE	Vasuśiva
GPE	Aparaśiva
GPE	Dāmarudra
GPE	Prabhamitra
GPE	Kr̥ṣṇamitra
GPE	Maghaśarman
GPE	Iśvaracandra
GPE	Rudrabhava
GPE	Svāmideva
GPE	Hariśarman
GPE	Guptaśarman
GPE	Suśarman
GPE	Hari
GPE	Alātasvāmin
GPE	Brahmasvāmin
GPE	Mahāsenabhaṭṭa
GPE	Ṣaṣṭhirāta
GPE	Uṇṭaśarman
GPE	Kr̥ṣṇadatta
GPE	Nandadāman
GPE	Bhavadatta
GPE	Ahiśarman
GPE	Somaviṣṇu
GPE	Lakṣmaṇaśarman
GPE	Kāntidhovvoka
GPE	Kṣemaśarman
GPE	Sarppapālita
GPE	Kaṅkuṭi
GPE	Viśvaśaṅkara
GPE	Jayasvāmin
GPE	Kaivarttaśarman
GPE	Himaśarman
GPE	Purandara
GPE	Jayaviṣṇu
GPE	Uma.
GPE	Siṁhatta
NORP	Bonda
GPE	Nārāyanadāsa
GPE	Vīranāga
GPE	Rājyanāga
GPE	Guhamahi
GPE	Bhavanātha
GPE	Guhaviṣṇu
GPE	Yaśoviṣṇu
GPE	Ṭakkakuladāma
GPE	Rāmasvāmin
GPE	Kāmanakuṇḍa
GPE	Ratibhadra
GPE	Acyutabhadra
GPE	Loḍhaka
GPE	Prabhakīrti
GPE	Jayadatta
GPE	Kāluka
GPE	Acyuta
GPE	Naradeva
LOC	Bhava
GPE	Bhavarakṣita
GPE	Piccakuṇḍa
GPE	Pravarakuṇḍa
GPE	Śarvadāsa
GPE	Gopāla
CARDINAL	one
CARDINAL	two
CARDINAL	nine
CARDINAL	five
PERSON	Devabhaṭṭa
PERSON	Amaradatta
GPE	Mahāsenadatta
GPE	Puṇdravardhana
NORP	Vājasaneya
CARDINAL	eighteen
CARDINAL	nine
PERSON	Bhīma
PERSON	Siṁhanandi
PERSON	Yaśodāman
CARDINAL	one
CARDINAL	two
CARDINAL	eighteen
PERSON	Bhīma
CARDINAL	eight
GPE	Vibhītakī
GPE	Hasti
GPE	Dhānyapāṭalikā
GPE	Gulmagandhikā
GPE	Khanīdī
CARDINAL	one
GPE	Dhānyapāṭalikā
LOC	Vāṭā river
GPE	Gulmagandhikā
CARDINAL	two
GPE	Gulmagandhikā
ORDINAL	first
CARDINAL	seven
CARDINAL	six
GPE	Citravātaṅgara
LOC	prāveśya Vibhītakī
GPE	Dayitā
GPE	Tāpasa
GPE	Dayitāpotaka
GPE	Tāpasapotaka
GPE	Hasti Hastiśīrṣa
PERSON	Bhīma
PERSON	kāyastha Prabhucandra
PERSON	Rudradāsa
CARDINAL	nine
CARDINAL	three
CARDINAL	five
CARDINAL	five
CARDINAL	5
CARDINAL	two
LOC	the Brahmin Amaradatta
CARDINAL	two
CARDINAL	2
LOC	the Brahmin Mahāsenadatta
PERSON	Vyāsa
PERSON	Mahābhārata
DATE	sixty thousand years
DATE	as many years
PERSON	Yudhiṣṭhira
DATE	Year 121, month of Vaiśakha, day 1
GPE	Pūrṇakauśikā
PERSON	Acyuta
ORG	the Gupta Sovereign
NORP	Brahmins
GPE	Gulmagandhika
PERSON	Kṣemāka
GPE	Bhoyila
GPE	Gulmagandhikā
GPE	Mahīdāsa
NORP	Puṇḍravardhana
PERSON	Kumāradeva
PERSON	Gaṇḍa
NORP	Prajāpati
NORP	Jyeṣṭhadāman
GPE	Yaśoviṣṇu
NORP	Umayaśas
NORP	Hariśarman
GPE	Sarpapālita
GPE	Hiraṇyagupta
NORP	Kumārayaśas
NORP	Kumārabhūti
NORP	Somaviṣṇu
NORP	Satyaviṣṇu
NORP	Kaṅkuṭi
NORP	Nandadāman
NORP	Vīranāga
NORP	Nārāyaṇadāsa
PERSON	Rudra
NORP	Bhava
PERSON	Guha
NORP	Acyuta
NORP	Kubera
NORP	Bhavanāga
NORP	Bhavadatta
NORP	Dhanaviṣṇu
NORP	Guṇaratha
PERSON	Naradeva
PRODUCT	Arhants
GPE	Pecikāmrasiddhi
GPE	Dakṣiṇāṅśaka
NORP	Arhants
GPE	Gulmagandhika
PERSON	Sūrya
GPE	Gulmagandhika
CARDINAL	one
CARDINAL	two
CARDINAL	two
CARDINAL	one
PERSON	Siṁhanandin
PERSON	Yaśodāman
CARDINAL	two
CARDINAL	two
GPE	Kṣemāka
GPE	Bhoyila
GPE	Mahīdāsa
CARDINAL	six
GPE	Kṣemāka
GPE	Bhoyila
GPE	Mahīdāsa
PERSON	Balakuṇḍa
GPE	Bhoyila
CARDINAL	two
CARDINAL	one
CARDINAL	seven
CARDINAL	eight
LOC	the Northeast of Gulmagandhikā
CARDINAL	one
CARDINAL	four
LOC	East
LOC	South
LOC	Dhanaviṣṇu’s pond
LOC	West
LOC	Nābhrakasataka
LOC	North
PERSON	Vyāsa
DATE	sixty thousand years
DATE	as many years
CARDINAL	hundreds
LOC	Vindhya
DATE	Year 128, month of Caitra, day 20
PERSON	Rudradāsa
PERSON	Susiṅha
GPE	Pūrṇakauśikā
PERSON	Acyuta
ORG	the Gupta Sovereign
NORP	Brahmins
GPE	Gulmagandhika
NORP	Kṣemāka
PERSON	Puṇḍravardhana
PERSON	Bhoyila
PERSON	Mahīdāsa
PERSON	Gulmagandhikā
GPE	Kumāradeva
GPE	Gaṇḍa
GPE	Prajāpati
GPE	Jyeṣṭhadāman
GPE	Yaśoviṣṇu
GPE	Umayaśas
GPE	Hariśarman
GPE	Sarpapālita
GPE	Hiraṇyagupta
GPE	Kumārayaśas
NORP	Kumārabhūti
NORP	Somaviṣṇu
NORP	Satyaviṣṇu
NORP	Kaṅkuṭi
NORP	Nandadāman
NORP	Vīranāga
NORP	Nārāyaṇadāsa
PERSON	Rudra
NORP	Bhava
PERSON	Guha
NORP	Acyuta
NORP	Kubera
NORP	Bhavanāga
PERSON	Bhavadatta
NORP	Dhanaviṣṇu
NORP	Guṇaratha
PERSON	Naradeva
CARDINAL	one
CARDINAL	three
PRODUCT	Arhants
GPE	Pecikāmrasiddhi
GPE	Dakṣiṇāṅśaka
NORP	Arhants
GPE	Gulmagandhika
PERSON	Sūrya
GPE	Gulmagandhika
CARDINAL	three
CARDINAL	two
CARDINAL	two
CARDINAL	one
PERSON	Siṁhanandin
PERSON	Yaśodāman
CARDINAL	two
CARDINAL	two
PERSON	Bhīma
GPE	Kṣemāka
GPE	Bhoyila
GPE	Mahīdāsa
CARDINAL	six
GPE	Kṣemāka
GPE	Bhoyila
GPE	Mahīdāsa
GPE	Balakuṇḍa
CARDINAL	two
GPE	Bhoyila
GPE	Sāmbapura
CARDINAL	two
CARDINAL	one
PERSON	Bhoyila
CARDINAL	seven
LOC	the Northeast of Gulmagandhikā
CARDINAL	one
CARDINAL	four
LOC	East
LOC	South
LOC	Dhanaviṣṇu’s pond
LOC	West
LOC	Nābhrakasataka
LOC	North
PERSON	Vyāsa
DATE	sixty thousand years
DATE	as many years
CARDINAL	hundreds
LOC	Vindhya
DATE	Year 128, month of Caitra, day 20
PERSON	Rudradāsa
PERSON	Susiṅha
GPE	Madhyamaṣa
PERSON	kumārāmātya Yūthapati
PERSON	Budhagupta
NORP	Brahmins
PERSON	Khuḍḍī-Raktamālikā
NORP	Nandabhūti
NORP	Brahmin
NORP	Vājasaneya
NORP	Yajurveda
GPE	Kautsa
NORP	Brahmins
CARDINAL	four
GPE	Kuddālakhāta
DATE	the elapsed year one hundred and fifty seven
PERSON	Gupta
WORK_OF_ART	Honors
PERSON	Yūthapati
WORK_OF_ART	Honors
GPE	Puṇḍravardhana
PERSON	Suvarcasadatta
CARDINAL	two
GPE	Govardhanaka
CARDINAL	one hundred and fifty-nine
GPE	Govardhanaka
NORP	Brahmins
GPE	Dugdhotikā
PERSON	Brahmadatta
CARDINAL	Two
GPE	Govardhanaka
PERSON	Puṇḍravardhana
PERSON	Suvarcasadatta
CARDINAL	five
ORG	the Supreme Lord
GPE	Govardhanaka
NORP	Brahmins
GPE	Dugdhotikā
CARDINAL	12
CARDINAL	13
PERSON	Brahmadatta
PERSON	Svāmicandra
GPE	Madhyamaṣa
GPE	Nandabhūti
NORP	Brahmin
GPE	Vājasaneya
GPE	Kautsa gotra
PERSON	Svāmicandra
PERSON	Brahmadatta the governor of king Budhagupta
PERSON	Nandabhūti
NORP	Brahmin
NORP	Vājasaneya
GPE	Kautsa gotra
NORP	Mahatī
GPE	Govardhanaka
ORG	the Supreme Lord
GPE	Govardhanaka
NORP	Brahmins
GPE	Dugdhotikā
GPE	Govardhanaka
LOC	Khuḍḍī-Raktamālikā
CARDINAL	2
CARDINAL	eight
CARDINAL	nine
GPE	Kuddālakhāta
PERSON	Vyāsa
DATE	sixty thousand years
DATE	as many years
PERSON	Yudhiṣṭhira
PERSON	Yama
PERSON	Varuṇa
PERSON	Vāyu
PERSON	Br̥haspati
PERSON	Candra
PERSON	Grahas
PERSON	Manorathadāsa
DATE	Year 159
DATE	Jyeṣṭha day 8
PERSON	Bhagavat Vāsudeva
CARDINAL	three
PERSON	Viriñci
WORK_OF_ART	the Lord of Gods
WORK_OF_ART	Indra
PERSON	Hari
PERSON	Lakṣmī
PERSON	Hira
PERSON	Maruts
PERSON	Kaṁsa
PERSON	Viṣṇu
NORP	Danu
CARDINAL	one
GPE	Bhaṭṭala
PERSON	Sarasvatī
PERSON	Kali
PERSON	Pañcabhūti
ORDINAL	first
PERSON	Pṛthu’s
PERSON	Bhaṭṭala
PERSON	Karkarāja
PERSON	Yaśovarman
PERSON	Karpūra
PERSON	Bhottebhaṭṭārikā
PERSON	Pāhila
PERSON	Devapāla
PERSON	Lakṣmī
LOC	Lakṣmī
PERSON	Dakkadāsa
PERSON	Bhagavat Vāsudeva
CARDINAL	three
PERSON	Viriñci Brahmā
PERSON	Hari
PERSON	Lakṣmī
PERSON	Hiraṇyakaśipu
PERSON	Maruts
PERSON	Kaṁsa Kr̥ṣṇa
PERSON	Viṣṇu
PERSON	Danu
PERSON	Kaiṭabha Viṣṇu
CARDINAL	one
GPE	Bhaṭṭala
PERSON	Sarasvatī
PERSON	Kali
PERSON	Pañcabhūti
ORDINAL	first
NORP	Pr̥thu’s
PERSON	Bhaṭṭala
PERSON	Karkarāja
PERSON	Yaśovarman
PERSON	Karpūra
PERSON	Bhottebhaṭṭārikā
PERSON	Pāhila
PERSON	Devapāla
PERSON	Lakṣmī Viṣṇu
PRODUCT	Viṣṇu
PERSON	Dakkadāsa
PERSON	Buddha
CARDINAL	three
WORK_OF_ART	Smara
CARDINAL	three
GPE	Kuṭumvavilla
PERSON	Victor
PERSON	Pāhilavardhana
PERSON	Vikramavardhana
WORK_OF_ART	Agastya
PERSON	Mañjuśrījñāna
PERSON	Buddha
PERSON	Mañjuśrījñāna
DATE	the ninth year
PERSON	Gopāla
